City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
balakirevo,41.61,-4.8,287.04,100,{'all': 90},4.1,ES,1604288232
balakirevo,19.73,-155.09,301.15,65,{'all': 1},2.1,US,1604288122
balakirevo,12.6,37.47,286.66,61,{'all': 27},2.85,ET,1604288232
balakirevo,-34.53,20.04,291.15,82,{'all': 98},5.7,ZA,1604288233
balakirevo,-33.65,115.33,288.71,86,{'all': 96},1.31,AU,1604287976
balakirevo,72.79,-56.15,264.41,92,{'all': 98},2.02,GL,1604288233
balakirevo,25.38,97.4,295.5,96,{'all': 98},0.61,MM,1604288233
balakirevo,-1.2,-46.02,297.99,86,{'all': 36},1.99,BR,1604288233
balakirevo,22.08,-159.32,298.15,88,{'all': 90},3.1,US,1604288234
balakirevo,-19.98,57.61,297.59,58,{'all': 74},0.89,MU,1604288234
balakirevo,-38.0,-57.56,288.15,93,{'all': 0},1.5,AR,1604288234
balakirevo,54.91,71.27,272.32,96,{'all': 51},3.24,RU,1604288234
balakirevo,70.86,29.09,279.29,79,{'all': 100},15.82,NO,1604288234
balakirevo,65.61,-37.64,269.15,73,{'all': 0},2.6,GL,1604288177
balakirevo,-13.2,49.05,296.68,58,{'all': 65},3.09,MG,1604288235
balakirevo,38.52,-28.7,290.32,73,{'all': 26},8.19,PT,1604288235
balakirevo,14.9,-24.5,298.79,77,{'all': 68},1.53,CV,1604288235
balakirevo,10.57,72.64,302.15,79,{'all': 40},2.1,IN,1604288236
balakirevo,-35.62,174.5,294.82,79,{'all': 100},4.02,NZ,1604288236
balakirevo,40.78,-73.47,282.59,61,{'all': 40},7.2,US,1604288059
balakirevo,41.28,-70.1,286.48,94,{'all': 90},8.7,US,1604288236
balakirevo,42.73,133.08,280.84,54,{'all': 0},7.15,RU,1604288237
balakirevo,38.72,69.71,285.66,27,{'all': 100},1.97,TJ,1604288237
balakirevo,-21.36,55.77,295.15,60,{'all': 90},3.1,RE,1604288237
balakirevo,66.04,-17.34,277.15,51,{'all': 20},2.6,IS,1604288237
balakirevo,-21.21,-159.78,299.15,83,{'all': 91},6.7,CK,1604288189
balakirevo,62.72,147.95,257.15,88,{'all': 93},1.25,RU,1604288238
balakirevo,-23.99,-46.26,286.15,82,{'all': 75},3.6,BR,1604288238
balakirevo,54.91,8.3,289.26,100,{'all': 100},11.8,DE,1604288238
balakirevo,-2.02,147.27,302.94,70,{'all': 29},1.35,PG,1604288239
balakirevo,6.88,73.1,301.4,65,{'all': 5},1.58,MV,1604288239
balakirevo,-22.28,166.46,305.15,43,{'all': 20},4.1,NC,1604288239
balakirevo,-16.92,35.26,295.3,82,{'all': 0},1.32,MW,1604288240
balakirevo,9.82,80.23,302.44,63,{'all': 6},1.16,LK,1604288240
balakirevo,-19.8,-174.35,299.15,83,{'all': 40},8.7,TO,1604288240
balakirevo,22.29,114.16,300.93,60,{'all': 100},0.89,HK,1604288235
balakirevo,-9.01,-35.22,297.64,85,{'all': 24},4.44,BR,1604288241
balakirevo,69.38,178.42,265.56,84,{'all': 86},1.99,RU,1604288241
balakirevo,58.62,8.93,287.15,93,{'all': 90},12.3,NO,1604288241
balakirevo,59.7,150.17,273.5,92,{'all': 100},4.09,RU,1604288242
balakirevo,-28.87,153.57,297.15,68,{'all': 90},9.8,AU,1604288242
balakirevo,5.95,80.54,303.14,62,{'all': 24},2.77,LK,1604288242
balakirevo,61.36,63.58,269.93,95,{'all': 98},2.34,RU,1604288242
balakirevo,3.07,172.79,301.04,79,{'all': 49},4.61,KI,1604288243
balakirevo,62.23,-6.59,280.15,81,{'all': 54},6.2,FO,1604288243
balakirevo,30.76,20.23,290.86,72,{'all': 0},2.58,LY,1604288243
balakirevo,-20.22,-70.14,290.15,72,{'all': 90},3.1,CL,1604288244
balakirevo,-5.36,104.97,304.49,56,{'all': 73},3.17,ID,1604288244
balakirevo,-38.27,141.97,297.18,64,{'all': 14},5.03,AU,1604288244
balakirevo,66.77,123.37,256.8,92,{'all': 100},9.67,RU,1604288245
balakirevo,53.41,-2.98,290.15,72,{'all': 70},12.3,GB,1604288042
balakirevo,43.36,77.45,276.15,55,{'all': 75},1.0,KZ,1604288245
balakirevo,52.99,58.1,272.15,86,{'all': 90},3.0,RU,1604288246
balakirevo,-17.71,-39.25,294.96,87,{'all': 100},5.36,BR,1604288246
balakirevo,12.15,-68.27,300.15,94,{'all': 98},3.6,BQ,1604288246
balakirevo,34.38,131.2,289.15,93,{'all': 75},1.5,JP,1604288246
balakirevo,-8.9,-35.15,297.89,84,{'all': 19},4.65,BR,1604288246
balakirevo,4.95,23.92,293.58,92,{'all': 66},0.94,CF,1604288247
balakirevo,-41.87,-73.82,282.04,93,{'all': 38},0.5,CL,1604288247
balakirevo,-10.62,150.67,301.94,75,{'all': 68},5.06,PG,1604288247
balakirevo,42.2,2.19,285.37,50,{'all': 0},3.13,ES,1604288247
balakirevo,40.8,-124.16,283.15,93,{'all': 1},0.8,US,1604287985
balakirevo,-3.02,16.9,294.33,97,{'all': 100},1.26,CD,1604288248
balakirevo,-5.38,39.7,298.76,76,{'all': 12},2.79,TZ,1604288248
balakirevo,-33.7,-53.46,283.99,86,{'all': 13},1.15,UY,1604288248
balakirevo,14.69,-17.44,297.15,88,{'all': 0},5.57,SN,1604288112
balakirevo,-20.33,-40.29,293.15,82,{'all': 90},5.1,BR,1604288248
balakirevo,40.43,71.72,280.15,36,{'all': 100},3.1,UZ,1604287976
balakirevo,20.78,86.77,302.43,66,{'all': 18},5.78,IN,1604288249
balakirevo,62.67,135.6,253.35,82,{'all': 0},1.01,RU,1604288249
balakirevo,36.89,4.12,290.78,57,{'all': 0},1.98,DZ,1604288249
balakirevo,-0.74,-90.35,293.71,91,{'all': 100},0.45,EC,1604288250
balakirevo,-21.34,55.48,295.15,60,{'all': 90},3.1,RE,1604288250
balakirevo,30.27,-97.74,290.37,38,{'all': 1},2.1,US,1604288038
balakirevo,57.79,-152.41,272.15,39,{'all': 90},5.7,US,1604288163
balakirevo,-0.95,100.35,303.04,62,{'all': 78},2.78,ID,1604288250
balakirevo,37.02,111.91,284.38,36,{'all': 0},3.02,CN,1604288251
balakirevo,-21.57,165.48,300.07,59,{'all': 100},2.15,NC,1604288251
balakirevo,35.73,140.83,295.37,77,{'all': 75},5.7,JP,1604288251
balakirevo,-19.06,-169.92,299.15,83,{'all': 75},7.7,NU,1604288251
balakirevo,70.63,147.92,254.64,93,{'all': 100},5.72,RU,1604288252
balakirevo,71.92,114.08,250.21,89,{'all': 61},4.33,RU,1604288252
balakirevo,5.35,48.53,300.01,76,{'all': 2},3.47,SO,1604288252
balakirevo,59.38,143.3,268.57,88,{'all': 99},9.4,RU,1604288252
balakirevo,66.15,-65.71,259.58,84,{'all': 53},2.54,CA,1604288176
balakirevo,26.35,127.87,301.15,65,{'all': 40},4.1,JP,1604288253
balakirevo,70.37,31.11,280.17,80,{'all': 100},12.45,NO,1604288253
balakirevo,-33.59,26.89,291.16,82,{'all': 7},7.4,ZA,1604288254
balakirevo,69.22,-51.1,266.15,73,{'all': 100},3.1,GL,1604288254
balakirevo,64.25,-15.21,275.07,77,{'all': 0},6.43,IS,1604288254
balakirevo,63.44,-20.27,277.14,73,{'all': 84},6.17,IS,1604288254
balakirevo,34.79,114.35,293.15,19,{'all': 0},5.0,CN,1604288255
balakirevo,-9.8,-139.03,298.6,78,{'all': 73},6.6,PF,1604288255
balakirevo,16.98,98.52,301.15,78,{'all': 20},0.5,TH,1604288255
balakirevo,-33.46,-70.65,289.82,71,{'all': 0},4.1,CL,1604287582
balakirevo,-23.32,17.08,288.5,32,{'all': 2},1.19,NA,1604288256
balakirevo,-11.36,29.56,293.5,68,{'all': 81},3.73,ZM,1604288256
balakirevo,43.27,-7.54,289.82,100,{'all': 100},5.36,ES,1604288256
balakirevo,22.35,-103.22,286.63,44,{'all': 0},3.91,MX,1604288256
balakirevo,-0.72,8.78,298.98,86,{'all': 100},5.1,GA,1604288256
balakirevo,29.58,-9.5,292.18,30,{'all': 0},2.13,MA,1604288257
balakirevo,50.2,-66.38,277.15,86,{'all': 100},1.5,CA,1604288239
balakirevo,-25.05,33.64,294.34,81,{'all': 21},1.25,MZ,1604288257
balakirevo,-18.37,21.85,293.92,34,{'all': 1},2.49,BW,1604288258
balakirevo,4.14,96.13,303.13,66,{'all': 89},0.87,ID,1604288258
balakirevo,-6.32,155.48,299.59,76,{'all': 33},0.32,PG,1604288258
balakirevo,11.13,2.94,295.46,33,{'all': 92},1.75,BJ,1604288258
balakirevo,20.52,-13.05,299.01,20,{'all': 100},4.04,MR,1604288258
balakirevo,-16.16,33.59,298.15,73,{'all': 0},3.1,MZ,1604288259
balakirevo,38.42,-121.42,291.15,55,{'all': 1},0.93,US,1604288236
balakirevo,44.76,-85.62,274.15,59,{'all': 90},6.2,US,1604288235
balakirevo,-33.92,25.57,290.15,93,{'all': 20},4.1,ZA,1604288259
balakirevo,67.45,153.68,252.72,91,{'all': 45},3.56,RU,1604288260
balakirevo,28.02,-97.52,292.15,68,{'all': 1},3.6,US,1604288260
balakirevo,-8.19,114.97,305.05,54,{'all': 66},1.02,ID,1604288260
balakirevo,41.53,-87.42,273.71,58,{'all': 1},2.6,US,1604288260
balakirevo,-20.73,139.5,309.15,8,{'all': 0},4.1,AU,1604288237
balakirevo,55.74,-97.86,269.15,92,{'all': 75},3.1,CA,1604288261
balakirevo,-23.53,148.17,307.15,17,{'all': 0},4.6,AU,1604288261
balakirevo,34.67,138.95,296.15,69,{'all': 40},6.7,JP,1604288261
balakirevo,69.7,170.31,263.28,97,{'all': 100},4.03,RU,1604288261
balakirevo,71.97,102.5,260.15,94,{'all': 99},3.44,RU,1604288262
balakirevo,-28.55,16.43,288.55,72,{'all': 2},2.34,NA,1604288262
balakirevo,53.25,40.29,279.18,91,{'all': 98},4.45,RU,1604288262
balakirevo,-23.13,150.73,305.15,35,{'all': 75},3.6,AU,1604288262
balakirevo,-16.84,36.99,295.86,82,{'all': 4},0.35,MZ,1604288262
balakirevo,28.1,-16.68,295.37,64,{'all': 0},7.7,ES,1604288263
balakirevo,-46.13,167.68,287.04,60,{'all': 13},4.02,NZ,1604288263
balakirevo,17.02,54.09,295.15,40,{'all': 0},3.6,OM,1604288263
balakirevo,-15.82,-67.55,292.19,63,{'all': 96},0.85,BO,1604288265
balakirevo,10.29,11.17,296.58,29,{'all': 100},3.79,NG,1604288265
balakirevo,71.69,128.87,252.38,90,{'all': 1},2.67,RU,1604288265
balakirevo,20.93,-17.03,296.15,49,{'all': 0},6.2,MR,1604288266
balakirevo,58.93,46.76,269.87,98,{'all': 14},1.07,RU,1604288266
balakirevo,26.56,54.88,295.15,83,{'all': 0},3.08,IR,1604288266
balakirevo,-4.58,-81.27,290.34,88,{'all': 100},6.35,PE,1604288266
balakirevo,51.55,-9.27,280.15,93,{'all': 75},5.1,IE,1604288267
balakirevo,-20.52,57.52,293.15,77,{'all': 75},3.1,MU,1604288267
balakirevo,27.98,-114.06,293.85,75,{'all': 0},5.13,MX,1604288267
balakirevo,-22.97,-42.03,293.18,71,{'all': 1},6.97,BR,1604288267
balakirevo,8.96,117.58,302.49,71,{'all': 100},6.04,PH,1604288269
balakirevo,3.25,-76.23,297.15,69,{'all': 75},5.1,CO,1604288269
balakirevo,34.88,33.59,291.15,82,{'all': 20},1.0,CY,1604288269
balakirevo,-20.34,57.76,297.59,77,{'all': 75},3.1,MU,1604288269
balakirevo,52.42,-4.08,287.59,96,{'all': 100},6.71,GB,1604288088
balakirevo,-34.68,150.87,295.93,67,{'all': 71},0.45,AU,1604288270
balakirevo,-29.95,-71.34,286.15,87,{'all': 75},2.6,CL,1604287996
balakirevo,16.86,-99.89,300.05,78,{'all': 68},2.51,MX,1604288057
balakirevo,25.26,55.3,297.15,78,{'all': 0},1.0,AE,1604288064
balakirevo,73.51,80.55,264.93,98,{'all': 90},3.92,RU,1604288270
balakirevo,37.1,-113.58,291.15,15,{'all': 1},1.5,US,1604288157
balakirevo,49.24,135.17,276.95,71,{'all': 50},4.57,RU,1604288271
balakirevo,29.27,82.18,289.26,37,{'all': 0},1.86,NP,1604288271
balakirevo,37.72,-25.43,290.15,82,{'all': 20},3.1,PT,1604288271
balakirevo,53.02,-112.84,278.15,61,{'all': 52},2.68,CA,1604288272
balakirevo,46.49,135.88,273.92,89,{'all': 77},4.18,RU,1604288272
balakirevo,61.13,74.82,269.99,97,{'all': 68},4.89,RU,1604288272
balakirevo,-34.58,150.86,295.93,66,{'all': 71},1.79,AU,1604288272
balakirevo,20.95,72.93,297.15,69,{'all': 20},3.5,IN,1604288272
balakirevo,-46.28,169.85,285.93,60,{'all': 84},5.36,NZ,1604288273
balakirevo,60.92,-46.05,266.15,57,{'all': 0},1.0,GL,1604288273
balakirevo,17.98,-102.23,298.71,81,{'all': 23},1.31,MX,1604288273
balakirevo,-32.03,-52.1,283.15,97,{'all': 0},1.62,BR,1604288021
balakirevo,65.82,87.98,266.72,98,{'all': 100},5.26,RU,1604288273
balakirevo,-35.17,173.17,293.1,84,{'all': 99},4.11,NZ,1604288274
balakirevo,-16.7,-151.02,300.25,78,{'all': 26},8.33,PF,1604288274
balakirevo,30.44,48.17,290.15,59,{'all': 0},0.82,IR,1604288274
balakirevo,64.86,-147.8,254.82,83,{'all': 20},1.1,US,1604288221
balakirevo,53.17,63.58,273.15,97,{'all': 90},2.0,KZ,1604288275
balakirevo,60.14,-45.24,273.34,89,{'all': 0},16.48,GL,1604288275
balakirevo,-6.12,141.29,303.1,69,{'all': 92},1.31,PG,1604288082
balakirevo,66.5,25.72,278.15,86,{'all': 90},7.7,FI,1604288275
balakirevo,-26.65,15.16,287.87,81,{'all': 100},0.18,NA,1604288275
balakirevo,70.98,25.97,280.62,78,{'all': 100},15.41,NO,1604288276
balakirevo,68.53,146.42,253.74,89,{'all': 100},3.88,RU,1604288276
balakirevo,-19.28,30.53,288.58,86,{'all': 62},3.04,ZW,1604288276
balakirevo,-33.01,17.94,287.15,71,{'all': 0},1.5,ZA,1604288276
balakirevo,1.65,14.58,294.45,95,{'all': 100},0.51,CG,1604288277
balakirevo,31.99,74.67,289.15,77,{'all': 0},1.31,PK,1604288277
balakirevo,20.7,-105.2,297.23,85,{'all': 18},1.22,MX,1604288277
balakirevo,51.85,-105.03,279.15,48,{'all': 89},4.6,CA,1604288278
balakirevo,68.75,161.3,255.23,91,{'all': 93},2.46,RU,1604288278
balakirevo,31.61,34.76,293.71,78,{'all': 87},3.17,IL,1604288278
balakirevo,62.27,21.38,282.78,85,{'all': 100},11.71,FI,1604288278
balakirevo,-32.58,151.78,294.15,56,{'all': 40},8.7,AU,1604288279
balakirevo,65.28,-126.83,254.15,84,{'all': 75},1.0,CA,1604288279
balakirevo,42.71,18.34,287.15,82,{'all': 0},2.1,BA,1604288056
balakirevo,78.22,15.64,275.15,69,{'all': 0},11.8,SJ,1604288090
balakirevo,33.26,115.36,294.82,22,{'all': 34},4.32,CN,1604288279
balakirevo,37.32,-8.8,290.39,91,{'all': 92},2.81,PT,1604288280
balakirevo,59.11,46.14,269.77,98,{'all': 14},1.04,RU,1604288280
balakirevo,-5.56,-80.82,290.17,83,{'all': 67},4.08,PE,1604288280
balakirevo,-9.33,-77.23,277.49,79,{'all': 19},0.81,PE,1604288280
balakirevo,64.89,-23.71,275.21,95,{'all': 92},8.75,IS,1604288281
balakirevo,-25.3,152.85,302.15,51,{'all': 4},9.8,AU,1604288281
balakirevo,26.54,-77.06,299.74,82,{'all': 19},3.53,BS,1604288281
balakirevo,9.54,-13.68,300.32,82,{'all': 2},3.16,GN,1604288086
balakirevo,-25.24,130.99,310.15,10,{'all': 0},5.7,AU,1604288281
balakirevo,51.15,37.89,281.67,88,{'all': 100},5.83,RU,1604288282
balakirevo,66.94,-53.67,270.31,89,{'all': 97},3.83,GL,1604288282
balakirevo,42.03,-8.16,288.71,95,{'all': 97},3.13,PT,1604288282
balakirevo,32.14,105.51,293.15,50,{'all': 50},1.89,CN,1604288282
balakirevo,6.12,81.12,302.17,68,{'all': 70},1.67,LK,1604288282
balakirevo,22.89,-109.91,299.26,76,{'all': 0},2.36,MX,1604288283
balakirevo,-2.76,-42.27,300.09,81,{'all': 32},4.45,BR,1604288283
balakirevo,8.13,77.3,303.15,70,{'all': 20},2.6,IN,1604288283
balakirevo,35.92,-94.97,277.59,66,{'all': 1},1.8,US,1604288283
balakirevo,7.02,39.98,282.69,88,{'all': 56},0.49,ET,1604288284
balakirevo,-3.55,143.63,302.74,68,{'all': 88},2.92,PG,1604288284
balakirevo,43.8,-91.24,271.15,54,{'all': 1},2.1,US,1604288284
balakirevo,20.2,1.01,294.74,27,{'all': 61},7.1,ML,1604288226
balakirevo,32.35,-90.88,285.15,71,{'all': 1},2.1,US,1604288005
balakirevo,1.75,40.06,298.0,76,{'all': 50},6.28,KE,1604288285
balakirevo,48.8,132.95,275.59,76,{'all': 79},4.08,RU,1604288285
balakirevo,-37.83,140.77,301.15,26,{'all': 60},6.7,AU,1604288178
balakirevo,-11.1,-77.61,288.94,88,{'all': 19},3.43,PE,1604288285
balakirevo,54.32,-130.32,283.15,76,{'all': 90},11.8,CA,1604288286
balakirevo,-14.32,-67.38,296.31,51,{'all': 96},1.04,BO,1604288286
balakirevo,-20.41,57.7,293.15,77,{'all': 75},3.1,MU,1604288286
balakirevo,30.48,-115.95,292.06,66,{'all': 0},1.74,MX,1604288286
balakirevo,16.78,94.73,302.84,72,{'all': 0},2.35,MM,1604288287
balakirevo,-16.57,-69.04,282.11,62,{'all': 70},1.87,PE,1604288287
balakirevo,4.42,-7.35,298.15,89,{'all': 31},2.49,CI,1604288287
balakirevo,-16.52,-151.75,300.34,78,{'all': 6},8.05,PF,1604288287
balakirevo,54.02,-124.02,279.08,82,{'all': 100},2.95,CA,1604288287
balakirevo,-20.01,57.66,297.59,58,{'all': 80},0.89,MU,1604288288
balakirevo,-16.5,-68.15,279.15,93,{'all': 75},3.1,BO,1604288176
balakirevo,27.9,102.26,283.13,66,{'all': 97},1.54,CN,1604288288
balakirevo,-25.17,45.05,294.99,71,{'all': 2},6.86,MG,1604288288
balakirevo,-6.22,155.63,302.96,61,{'all': 3},1.42,PG,1604288288
balakirevo,57.05,-135.33,283.15,87,{'all': 90},9.8,US,1604288289
balakirevo,29.96,122.3,290.7,84,{'all': 100},7.58,CN,1604288289
balakirevo,38.89,-76.51,283.15,43,{'all': 1},9.3,US,1604288289
balakirevo,35.53,-108.74,283.71,43,{'all': 1},1.75,US,1604288289
balakirevo,-20.21,57.76,297.59,77,{'all': 75},3.1,MU,1604288289
balakirevo,37.66,12.59,291.48,87,{'all': 0},1.0,IT,1604288290
balakirevo,63.01,112.47,260.32,88,{'all': 77},4.55,RU,1604288290
balakirevo,36.49,36.22,290.15,67,{'all': 75},2.1,TR,1604288290
balakirevo,-2.67,141.3,304.08,59,{'all': 41},3.15,PG,1604288291
balakirevo,18.26,-78.04,300.15,78,{'all': 75},5.7,JM,1604288291
balakirevo,26.33,43.98,288.15,51,{'all': 0},2.6,SA,1604288291
balakirevo,-21.35,165.15,300.85,60,{'all': 100},2.95,NC,1604288291
balakirevo,18.22,-63.06,301.48,78,{'all': 75},5.1,AI,1604288112
balakirevo,-2.5,-66.27,295.52,94,{'all': 22},0.85,BR,1604288292
balakirevo,37.27,-87.18,278.15,41,{'all': 1},1.5,US,1604288292
balakirevo,36.28,116.45,290.37,36,{'all': 0},0.45,CN,1604288292
balakirevo,32.63,-114.86,302.15,18,{'all': 1},2.1,MX,1604288292
balakirevo,-38.18,146.53,300.93,57,{'all': 6},4.47,AU,1604288292
balakirevo,59.7,30.79,275.15,93,{'all': 90},3.0,RU,1604288293
balakirevo,64.75,177.48,263.15,85,{'all': 75},2.0,RU,1604288293
balakirevo,13.0,15.73,298.67,23,{'all': 25},5.7,TD,1604288293
balakirevo,14.68,77.6,300.68,51,{'all': 0},1.43,IN,1604288293
balakirevo,55.12,26.83,275.99,93,{'all': 9},2.1,BY,1604288294
balakirevo,42.6,-84.38,273.71,91,{'all': 90},4.6,US,1604288294
balakirevo,43.75,-81.72,275.15,74,{'all': 100},16.5,CA,1604288294
balakirevo,18.42,-64.62,299.82,93,{'all': 54},5.81,VG,1604288178
balakirevo,39.7,118.43,284.43,33,{'all': 7},8.35,CN,1604288295
balakirevo,63.84,-22.43,273.15,74,{'all': 75},3.1,IS,1604288000
balakirevo,12.52,-70.03,299.15,88,{'all': 20},3.1,AW,1604288295
balakirevo,48.65,-53.11,276.15,74,{'all': 16},3.6,CA,1604288295
balakirevo,40.6,-124.16,283.15,93,{'all': 1},3.1,US,1604288295
balakirevo,-6.64,-51.99,295.15,95,{'all': 91},1.21,BR,1604288296
balakirevo,34.88,-76.9,288.15,93,{'all': 1},5.7,US,1604288296
balakirevo,47.87,88.12,278.26,54,{'all': 59},0.5,CN,1604288296
balakirevo,49.69,83.29,271.15,92,{'all': 40},2.52,KZ,1604288296
balakirevo,6.4,-58.62,298.15,94,{'all': 40},0.82,GY,1604288297
balakirevo,47.11,15.71,282.04,100,{'all': 75},0.5,AT,1604288297
balakirevo,-10.07,-78.15,289.25,86,{'all': 47},2.95,PE,1604288297
balakirevo,-40.81,-63.0,288.71,58,{'all': 0},5.84,AR,1604288297
balakirevo,14.97,8.89,294.37,27,{'all': 11},5.88,NE,1604288297
balakirevo,-40.32,-72.97,286.15,82,{'all': 0},2.1,CL,1604288298
balakirevo,20.45,121.97,299.8,81,{'all': 93},12.84,PH,1604288298
balakirevo,-15.78,-47.93,293.15,94,{'all': 20},1.5,BR,1604288298
balakirevo,52.98,116.92,265.61,75,{'all': 9},3.42,RU,1604288298
balakirevo,48.38,-4.62,289.15,100,{'all': 90},13.4,FR,1604288299
balakirevo,20.6,-99.13,282.83,97,{'all': 38},2.39,MX,1604288299
balakirevo,48.15,-103.62,280.93,58,{'all': 0},4.7,US,1604288299
balakirevo,43.82,11.13,288.15,93,{'all': 75},1.5,IT,1604288299
balakirevo,14.95,77.27,299.84,54,{'all': 0},1.83,IN,1604288299
balakirevo,6.5,2.6,298.23,90,{'all': 33},2.06,BJ,1604288300
balakirevo,60.05,69.9,269.89,98,{'all': 56},2.78,RU,1604288300
balakirevo,51.1,66.32,274.09,91,{'all': 21},5.06,KZ,1604288300
balakirevo,4.71,-74.23,287.15,82,{'all': 75},2.1,CO,1604288300
balakirevo,-39.03,-67.58,297.15,27,{'all': 0},3.1,AR,1604288300
balakirevo,54.04,19.03,282.59,100,{'all': 77},5.66,PL,1604288302
balakirevo,45.05,136.61,281.19,54,{'all': 17},4.88,RU,1604288302
balakirevo,67.26,15.39,284.15,57,{'all': 75},10.3,NO,1604288302
balakirevo,10.61,-66.85,294.82,86,{'all': 87},1.97,VE,1604288302
balakirevo,32.52,-93.73,284.15,81,{'all': 1},1.5,US,1604288142
balakirevo,35.13,140.3,295.15,82,{'all': 75},6.2,JP,1604288303
